,country,place,song_name,song_id,views
48,37i9dQZEVXbM1EaZ0igDlz,49,traitor,5CZ40GBx1sQ9agT82CLQCT,71354
49,37i9dQZEVXbM1EaZ0igDlz,50,Leere Hände (feat. Sido & Samra),5QEqzFV7R8KSSCJa37tfvs,69480
0,37i9dQZEVXbKPTKrnFPD0G,1,Miénteme,0cOa970mzTWAxKtltpkpLc,3044905
1,37i9dQZEVXbKPTKrnFPD0G,2,Pareja Del Año,2rCbl9naJYhaxjLsfx88uM,2176269
2,37i9dQZEVXbKPTKrnFPD0G,3,Te Necesito,74UFJflGMdA46TltO7XPSB,1998645
3,37i9dQZEVXbKPTKrnFPD0G,4,YO SE QUE TU (feat. Rusherking),4M4DTyLupKvbJKlE4I4EYq,1990147
4,37i9dQZEVXbKPTKrnFPD0G,5,Am,2dNhNlpZAtV4lwAFW45LIv,1946456
5,37i9dQZEVXbKPTKrnFPD0G,6,Fiel,7Bk0uXKk1uPT0XuQbpFzvs,1799098
6,37i9dQZEVXbKPTKrnFPD0G,7,2/Catorce,71R8HJxQk5qMiRstrlXN9t,1482051
7,37i9dQZEVXbKPTKrnFPD0G,8,Además de Mí - Remix,7I8L3vYCLThw2FDrE6LuzE,1480280
8,37i9dQZEVXbKPTKrnFPD0G,9,Acaramelao,4fipVdNyG6zx7nxuqHScsy,1410228
9,37i9dQZEVXbKPTKrnFPD0G,10,512,5jzEwSyyymBlf1fa1o39T2,1374943
10,37i9dQZEVXbKPTKrnFPD0G,11,"L-Gante: Bzrp Music Sessions, Vol.38",1Crj1zkRMpsEjb9NOR6Zof,1321992
11,37i9dQZEVXbKPTKrnFPD0G,12,WACHA,5RmSunLqeDqNWww8LWhAiK,1214755
12,37i9dQZEVXbKPTKrnFPD0G,13,EL MAKINON,2FSGUA0gFgGeQdprjtGM2M,1212263
13,37i9dQZEVXbKPTKrnFPD0G,14,"Snow Tha Product: Bzrp Music Sessions, Vol. 39",3ke6it1vTmHtz2ApcIVUz5,1196518
14,37i9dQZEVXbKPTKrnFPD0G,15,Malbec,6KEb17S00Inf0v1qYDgUAj,1167643
15,37i9dQZEVXbKPTKrnFPD0G,16,Bandido,1xK1Gg9SxG8fy2Ya373oqb,1047819
16,37i9dQZEVXbKPTKrnFPD0G,17,good 4 u,4ZtFanR9U6ndgddUvNcjcG,1046819
17,37i9dQZEVXbKPTKrnFPD0G,18,Pistola Remix,10cA6m379GINGe7ZF6g3q1,1027702
18,37i9dQZEVXbKPTKrnFPD0G,19,Poblado,7xT1n5JKpB0bMPh6FL589e,1002285
19,37i9dQZEVXbKPTKrnFPD0G,20,Explícito,6qraVL4IJaIj0IuEexYJNa,999425
