region,position,song_name,song_id,views,duration_ms,popularity,artist_name,artist_id,album_name,album_id,release_date,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genres
Belgium,36,WITHOUT YOU,27OeeYzk6klgBh83TSvGMA,153303,161384,91,The Kid LAROI,2tIP7SsRs7vjIcLrU85W8J,F*CK LOVE (SAVAGE),3YjfdLdpQcVI72uKhooZst,2020-11-06,0.662,0.413,0,-7.357,1,0.0299,0.213,0.0,0.134,0.467,93.005,['australian hip hop']
Belgium,37,HAINE&SEX,6Vcxzw4ifKqYxVrp3ckpVF,152613,201426,80,Gazo,5gqmbbfjcikQBzPB5Hv13I,DRILL FR,31H0KWvM2hCC3p8jkctCWN,2021-02-26,0.774,0.583,0,-8.649,1,0.169,0.422,1.55e-05,0.145,0.323,148.018,"['drill francais', 'french hip hop', 'pop urbaine', 'rap francais']"
Belgium,38,10 Years,4O0LQKVT6hGmVGNwizmydg,150700,166000,79,Daði Freyr,3Hb64DQZIhDCgyHKrzBXOL,10 Years,2Zegz0LaKZgwrLo5UbEa2x,2021-03-13,0.798,0.621,2,-6.916,0,0.0391,0.0141,0.000148,0.0926,0.443,123.038,"['icelandic pop', 'sunnlensk tonlist']"
Belgium,39,traitor,5CZ40GBx1sQ9agT82CLQCT,146147,229226,91,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,['pop']
Belgium,40,Blinding Lights,0VjIjW4GlUZAMYd2vXMi3b,145002,200040,94,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,After Hours,4yP0hdKOZPNshxUOjY0cZj,2020-03-20,0.514,0.73,1,-5.934,1,0.0598,0.00146,9.54e-05,0.0897,0.334,171.005,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Belgium,41,Voices,5zxZ7M4RgWZUHlMEwac8vt,144794,184000,78,Tusse,1BwDWgdDJe3TJXLZkBkpsI,Voices,55w4D3r62g4hmMVvpnVkSV,2021-02-27,0.503,0.759,10,-5.222,0,0.0423,0.00237,1.06e-06,0.13,0.396,90.015,['swedish pop']
Belgium,42,Another Love,7jtQIBanIiJOMS6RyCx6jZ,143693,244360,51,Tom Odell,2txHhyCwHjUEpJjWrEyqyX,Long Way Down,0KGBW1MQtC2aFPCDUdAkdJ,2013-06-17,0.442,0.538,4,-8.55,0,0.0451,0.717,2.95e-05,0.09,0.139,122.758,['pop']
Belgium,43,Little Bit of Love,3Iba59sFmGhQ4kbCY5L8AX,142747,226268,76,Tom Grennan,5SHxzwjek1Pipl1Yk11UHv,Evering Road (Deluxe),19ftohYqQetn7BoGQXXlSd,2021-03-12,0.689,0.706,1,-4.48,0,0.0312,0.0833,0.0,0.105,0.623,106.52,"['indie cafe pop', 'modern rock', 'uk pop']"
Belgium,44,Vuurwerk,0ij4IjHf1J5gEz7vdX6fAk,142400,219462,61,Camille,2aV2tpJtR55vg19SxBJvNs,Vuurwerk,4YbZBB4HuIetaPBvadyys0,2021-03-26,0.511,0.772,5,-6.935,1,0.0567,0.00484,0.000401,0.13,0.459,169.956,['belgian pop']
Belgium,45,Beautiful Mistakes (feat. Megan Thee Stallion),6fRxMU4LWwyaSSowV441IU,141297,227395,91,Maroon 5,04gDigrS5kc9YWfZHwBETP,Beautiful Mistakes (feat. Megan Thee Stallion),4jGaPN2gEpKciN02ZKRShT,2021-03-03,0.713,0.676,10,-5.483,1,0.027,0.0377,0.0,0.154,0.721,99.048,"['pop', 'pop rock']"
Belgium,46,Fever,3F1P0QzdXtBz0MXy7KIO5w,141270,156910,70,Dua Lipa,6M2wZ9GZgrQXHCFfjv46we,Future Nostalgia,5lKlFlReHOLShQKyRv6AL9,2020-03-27,0.868,0.693,6,-7.052,0,0.181,0.0597,0.00399,0.106,0.396,114.999,"['dance pop', 'pop', 'uk pop']"
Belgium,47,RAPSTAR,43PGPuHIlVOc04jrZVh9L6,138548,165925,95,Polo G,6AgTAQt8XS6jRWi4sX7w49,RAPSTAR,0SVzFcpsByITKgURaxXdsV,2021-04-09,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,['chicago rap']
Belgium,48,Discoteque,7dMOzsTZOUtOF7W5kLN0gf,138297,180521,76,THE ROOP,34G31kGbSQmemVlI0G784o,Discoteque,1OfWh8e9R7tOmrX4pGlDBe,2021-01-21,0.826,0.799,5,-6.12,1,0.0594,0.0477,0.00206,0.125,0.628,115.004,"['eurovision', 'lithuanian rock']"
Belgium,49,Save Your Tears (with Ariana Grande) (Remix),37BZB0z9T8Xu7U3e65qxFy,137786,191013,94,The Weeknd,1Xyo4u8uXC1ZmMpatF05PJ,Save Your Tears (Remix),2fyOpT5c9kxR8zbDh6UtXh,2021-04-23,0.65,0.825,0,-4.645,1,0.0325,0.0215,2.44e-05,0.0936,0.593,118.091,"['canadian contemporary r&b', 'canadian pop', 'pop']"
Belgium,50,La Seleçao,2vd2HEhrkafOi2uveHjzzh,136134,197520,79,Alonzo,2z2TRvloJt4EfUNQp9rHAi,Capo Dei Capi Vol. II & III,7kJKHavjE6pFQ7koiwykFG,2021-03-25,0.825,0.878,9,-5.485,0,0.186,0.128,8.94e-05,0.0963,0.847,126.994,"['francoton', 'french hip hop', 'french pop', 'pop urbaine', 'rap francais', 'rap marseille']"
Brazil,1,Bipolar,0qxLQ6opocOGyFnlXqJ53x,7179119,276480,86,Mc Davi,1cYhx7ZOhYoVmnDPb9KMwo,Bipolar,1iCDTyPPAevNAvqC6WFlRy,2021-04-09,0.601,0.36,9,-7.791,0,0.0877,0.586,0.0,0.0882,0.335,124.993,"['funk carioca', 'funk ostentacao', 'funk paulista']"
Brazil,2,"Volta Bebê, Volta Neném",4wQUopWk9Ed7Ng5qpKN5qd,6333177,172972,87,Dj Guuga,1cNPXWhKfjI0fT5EMCnamR,"Volta Bebê, Volta Neném",3jiWsFqKpHy8Ql3sW54xFz,2021-03-27,0.583,0.918,6,-3.612,1,0.0518,0.288,0.0,0.0701,0.836,164.081,"['funk carioca', 'funk paulista', 'rave funk']"
Brazil,3,Batom de Cereja - Ao Vivo,2MZQAvsA7aZDssppBLRxYp,6143162,140942,87,Israel & Rodolffo,41QLxRXlc2NwfJZkHGHKid,"Aqui e Agora, Vol.1 (Ao Vivo)",40T4QuY2o5FmisyJf3AlEf,2021-01-29,0.606,0.908,6,-6.201,0,0.0565,0.556,0.0,0.19,0.798,171.966,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Brazil,4,Tipo Gin - Ao Vivo,4llr8mcoauwrHBtjGb7F9S,5817908,159146,85,MC Kevin o Chris,2UMj7NCbuqy1yUZmiSYGjJ,Todo Mundo Ama O Chris (Ao Vivo),5bISzaxE6WVsJjQj2BpWTX,2021-04-09,0.75,0.668,0,-4.49,0,0.061,0.78,3.13e-06,0.338,0.786,94.998,"['funk 150 bpm', 'funk carioca']"
Brazil,5,Liberdade (Quando o Grave Bate Forte),2QLbRVzixE282JSQjBz2DG,5106074,150461,85,Alok,0NGAZxHanS9e0iNHpR8f2W,Liberdade (Quando o Grave Bate Forte),0x28JzvWpaqtzw2YWKubKR,2020-12-18,0.81,0.789,6,-4.032,1,0.0498,0.0254,1.85e-06,0.104,0.432,129.988,"['electro house', 'pop nacional', 'slap house']"
['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop']
Brazil,7,good 4 u,4ZtFanR9U6ndgddUvNcjcG,4730595,178146,93,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,['pop']
Brazil,8,Quero Ver é Me Esquecer (feat. Jorge) - Ao Vivo,2SUPbyD77tJuOUbqbxct6l,4353858,147875,84,Os Barões Da Pisadinha,5Lv2GUVwqmQBPwrTrxucE5,"Da Roça Pra Cidade (Ao Vivo), Vol. 02",0EB9cgGjaXmq2YDrcpdSDE,2021-02-19,0.593,0.932,8,-2.324,1,0.0526,0.302,0.0,0.133,0.913,171.977,"['forro', 'piseiro']"
Brazil,9,Paradigmas,17UfXrL7Run3GyZJW4uRjC,4221874,157354,75,Jorge & Mateus,1elUiq4X7pxej6FRlrEzjM,Tudo Em Paz,57h6WHDjwNGIs5NMeKYEoL,2021-04-22,0.686,0.789,1,-4.103,1,0.126,0.322,0.0,0.4,0.822,157.932,"['sertanejo', 'sertanejo universitario']"
Brazil,10,Vida Louca,7IG7laqVpcvIIULrwWP5SA,4094099,155675,84,Mc Poze do Rodo,28ie4NNTa2VW2QV4Zray8M,Vida Louca,3qaeGIuXmO4lNgGgerapPc,2021-04-02,0.852,0.62,6,-5.79,0,0.227,0.359,0.0,0.101,0.744,92.464,"['funk carioca', 'funk ostentacao']"
Brazil,11,Tapão Na Raba,58pgi1RpcU2fVJsxhm7BIr,4058711,175046,85,Raí Saia Rodada,0NiaKn55OzJswiYevvlKfz,Som No Talo,7vmK77PL6WhlC2oIDJiFR2,2021-01-22,0.808,0.796,1,-3.169,1,0.0305,0.462,0.000269,0.155,0.799,128.048,['forro']
Brazil,12,Só Não Divulga,3HquWF2pZmWYu3WAEP9Heb,4058458,160476,84,Fernando & Sorocaba,1oSgjdbgLYULVmEBojPRw8,Só Não Divulga,007jctHYAC50QpRyU3Cnj2,2021-02-25,0.553,0.785,3,-4.099,0,0.0682,0.665,0.0,0.445,0.914,75.852,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Brazil,13,Baby Me Atende,5R9KPXQVeyqsHZoPLMgfNy,3749826,225671,82,Matheus Fernandes,37mqXU98U5GmH5ZDtlHM1c,Baby Me Atende,1uDk1yrR8cucbTmpXR1G6V,2021-02-26,0.65,0.792,6,-3.825,0,0.0393,0.607,2.36e-05,0.92,0.872,154.027,"['forro', 'sertanejo pop']"
Brazil,14,"Ele É Ele, Eu Sou Eu",7EWXP47VlXKO3r7mNxuWHw,3721729,155209,78,Wesley Safadão,1AL2GKpmRrKXkYIcASuRFa,Safadão Amplificado,3qHr515eeTF5tfUCHaCkse,2020-11-12,0.758,0.763,1,-8.754,0,0.0768,0.23,1.33e-05,0.0703,0.854,163.946,['forro']
Brazil,15,Preta do Cabelo Cacheado,3lJ8BcGM1ROQ1ufneU3Qya,3707331,158531,77,Th CDM,736JbivCkAkdLP9xOA3jLs,Preta do Cabelo Cacheado,4ZHtNy8nlylDT1QtQdEA5l,2018-05-08,0.848,0.502,1,-6.472,0,0.238,0.679,0.0,0.0565,0.816,159.902,"['brega funk', 'funk carioca']"
Brazil,16,Facas - Ao Vivo,1ere9b9vDw2N3m9d4uiXxa,3563745,196379,84,Diego & Victor Hugo,3k68C6mNMJL6OaAdWeW2ZF,Facas (Ao Vivo),0t4odyaTT5r6RJ7L2CjR8q,2020-10-15,0.443,0.509,2,-5.995,1,0.0536,0.615,0.0,0.472,0.69,160.984,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Brazil,17,Butter,3VqeTFIvhxu3DIe4eZVzGq,3230426,164441,98,BTS,3Nrfpe0tUJi4K4DXYWgMUX,Butter,2BDhPi2XCYujYxU6VM0QaD,2021-05-21,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0906,0.695,109.997,"['k-pop', 'k-pop boy group']"
Brazil,18,Não Pode Se Apaixonar,1HoapWs5KcMzs8QYdgg9Kt,3205034,170000,82,DJ Ivis,0RPzmE1iY76tx1eBBXFyYn,Não Pode Se Apaixonar,4XL8jGKJBd6cOEyggh5cFO,2021-02-12,0.69,0.874,10,-4.169,1,0.0882,0.0731,0.0,0.104,0.921,168.116,"['piseiro', 'sertanejo pop']"
Brazil,19,Troca,6HV630GY0GT3RN2efFRmbP,3120646,171263,79,Jorge & Mateus,1elUiq4X7pxej6FRlrEzjM,Tudo Em Paz,57h6WHDjwNGIs5NMeKYEoL,2021-04-22,0.758,0.697,1,-4.103,1,0.0347,0.647,0.0,0.0887,0.81,94.98,"['sertanejo', 'sertanejo universitario']"
Brazil,20,Só de Sacanagem - Ao Vivo,40zJaB3z53PGaxIkYyieBP,3084879,183695,82,Israel & Rodolffo,41QLxRXlc2NwfJZkHGHKid,"Aqui e Agora, Vol.1 (Ao Vivo)",40T4QuY2o5FmisyJf3AlEf,2021-01-29,0.826,0.769,11,-5.203,0,0.0507,0.538,0.0,0.345,0.709,125.979,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Brazil,21,ATENÇÃO,5AhnPqydkYbZAp4NkyJ7ED,3012809,135111,77,PEDRO SAMPAIO,5wbf52LA6kcaboHSN6NEF1,ATENÇÃO,165xKO20rqbbSdv9TKNZ93,2021-05-13,0.738,0.901,7,-4.968,1,0.071,0.252,5.96e-06,0.301,0.747,134.813,['funk carioca']
Brazil,22,Esquema Preferido (feat. Tarcísio do Acordeon),0e6NlGJxYlHvAN8SKxad7N,2970624,190680,81,DJ Ivis,0RPzmE1iY76tx1eBBXFyYn,Baile do DJ Ivis: Piseiro Hits,5ZQkhktccNQUltL9orQP33,2020-11-26,0.676,0.823,5,-4.386,1,0.102,0.242,0.0,0.0773,0.907,160.013,"['piseiro', 'sertanejo pop']"
Brazil,23,FALA MAL DE MIM,5glMxRMRHGBRj6bydBjoPM,2873796,154181,82,PEDRO SAMPAIO,5wbf52LA6kcaboHSN6NEF1,FALA MAL DE MIM,3x3CccLoOFQN8jnFJxF91n,2021-01-28,0.695,0.805,8,-4.351,1,0.0959,0.333,0.0,0.0794,0.673,165.036,['funk carioca']
Brazil,24,deja vu,6HU7h9RYOaPRFeh0R3UeAr,2824495,215506,89,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,['pop']
Brazil,25,Passatempo,3ODFNdnvb3EwcXk6DI6tGA,2809831,162237,78,Wesley Safadão,1AL2GKpmRrKXkYIcASuRFa,Passatempo,0fqIsVNMzHtVJapF5MWCZx,2021-05-07,0.716,0.817,7,-8.206,0,0.0569,0.193,0.0,0.071,0.928,160.047,['forro']
Brazil,26,Ela é Espetacular (Mulher Kama Sutra 2),0x0V1IID2Sj902k6LzuWds,2776140,215999,79,Mc Livinho,7me0S5Z40qVWj3gzyK8aC3,Ela é Espetacular (Mulher Kama Sutra 2),7d6XkxoIBZARJ5pXHm4EZp,2021-02-26,0.904,0.713,10,-0.623,1,0.0892,0.641,0.0,0.124,0.77,130.023,"['funk carioca', 'funk ostentacao', 'funk paulista']"
Brazil,27,É Problema,5gTgQBtNP08fUijxpEgmzF,2746549,184149,81,Matheus & Kauan,2Z0lRIqr997lIUiPtrpKCr,É Problema,67GYNRw2795hr6ZlyyU1Sa,2020-11-12,0.626,0.776,10,-6.66,1,0.189,0.486,0.0,0.108,0.696,129.765,"['pop nacional', 'sertanejo pop', 'sertanejo universitario']"
Brazil,28,Coração Na Cama - Ao Vivo,7vCvUJyjMxRkPeo19nxmuk,2728251,173226,67,Hugo & Guilherme,1LIuN7ov1IBQDdLsU83ojl,No Pelo 3 (Ao Vivo),68T7wjEJhAX8gZtwIdNOV3,2021-04-30,0.764,0.794,8,-4.096,1,0.0589,0.663,0.0,0.34,0.721,110.013,['sertanejo pop']
Brazil,29,MONTERO (Call Me By Your Name),67BtfxlNbhBmCDR2L2l8qd,2651689,137875,100,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,MONTERO (Call Me By Your Name),2Hjcfw8zHN4dJDZJGOzLd6,2021-03-31,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,"['lgbtq+ hip hop', 'pop rap']"
Brazil,30,Volta Comigo BB,1h4u5t0EJZki8ieNGwwFXc,2609387,210731,77,Zé Vaqueiro,5K8Rmjmf4RZFffz94EmBRt,Volta Comigo BB,69YjSc4iZafiVMw7wsUdFw,2021-02-26,0.541,0.755,1,-6.461,0,0.0353,0.206,1.25e-05,0.0457,0.937,163.965,['forro de favela']
Brazil,31,Foi Pá Pum,5uztIMqjl5FTZSYDlOBJjV,2578542,183413,66,Simone & Simaria,0MInKJqZscEeNc5K3K0mkE,Debaixo Do Meu Telhado,1sjc64jbaYx3p0gktRqdV1,2021-04-09,0.627,0.818,1,-3.086,1,0.103,0.378,0.0,0.246,0.449,161.857,"['funk carioca', 'pop nacional', 'sertanejo pop', 'sertanejo universitario']"
Brazil,32,Troca de Calçada,4AAIAVjSyiq1N7SXKkwXZe,2573869,203158,81,Marília Mendonça,1yR65psqiazQpeM79CcGh8,Troca de Calçada,4CwfuAMrV2zwnoOzJtuI1k,2021-01-29,0.659,0.689,1,-4.984,0,0.0319,0.539,0.0,0.147,0.701,99.967,['sertanejo']
Brazil,33,Girl From Rio,2plRom0urixt6BE8t7kOhQ,2429873,193343,81,Anitta,7FNnA9vBm6EKceENgCGRMb,Girl From Rio,4mMUHylk2hcCsxc2FursmJ,2021-04-29,0.692,0.639,0,-6.717,1,0.0352,0.00727,0.0,0.199,0.733,140.06,"['funk carioca', 'funk pop', 'pagode baiano', 'pop nacional']"
Brazil,34,Deixa de Onda (Porra Nenhuma),0DlHQxrVijRqVUfuS6PKaY,2419145,184999,81,DENNIS,6xlRSRMLgZbsSNd0BMobwy,Deixa de Onda (Porra Nenhuma),1fjkJADMiiZWMDusZSMNix,2021-01-21,0.815,0.69,9,-4.622,1,0.0469,0.29,0.0,0.312,0.654,135.036,"['brazilian edm', 'funk carioca', 'funk das antigas']"
Brazil,35,drivers license,5wANPM4fQCJwkGd4rN57mH,2387749,242013,88,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,['pop']
['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop']
['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop']
Brazil,38,Último Beijo,2pBEAodCImE4LgbKAG4bfz,2347899,181279,80,Bruno & Marrone,5JXhkyafynxCvxtov7C1PV,Último Beijo,6AW51ww4T6cgKSxfj9PybR,2020-11-27,0.582,0.899,5,-3.531,1,0.143,0.528,0.0,0.247,0.612,156.621,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop']
Brazil,40,Ô Moça,1mQOFRDoqI34LdN79PE0vH,2222881,180923,80,MC Zaquin,1OwYxVDNKP9JtSpp5E0uA4,Ô Moça,4ps8YCaJj1S9AmZ20mm7P6,2020-12-21,0.84,0.495,5,-5.155,0,0.0797,0.481,0.0,0.0853,0.527,130.041,"['funk bh', 'funk carioca']"
Brazil,41,Alô Ambev (Segue Sua Vida) - Ao Vivo,5m5aY6S9ttfIG157xli2Rs,2218385,169593,81,Zé Neto & Cristiano,487N2T9nIPEHrlTZLL3SQs,Por Mais Beijos Ao Vivo (ao Vivo),1Yg3QTRv9IGAWeJQb7q8bT,2020-03-26,0.695,0.872,9,-3.65,1,0.0868,0.334,0.0,0.954,0.646,121.843,"['sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Brazil,42,traitor,5CZ40GBx1sQ9agT82CLQCT,2084144,229226,91,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,['pop']
Brazil,43,M4,07AQkmp456NpEnT8HR7WLy,2077574,170000,80,Teto,68YeXpLt3jB7JHQS5ZjMGo,M4,0yqUVjjoQFD1wtu4OJSNM3,2021-01-20,0.88,0.59,8,-4.709,0,0.204,0.08,0.0,0.184,0.723,119.97,['trap baiano']
['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop'],['pop']
Brazil,45,Lance Individual,000RW47rhEkSqjgTrZx7YX,1893775,164458,69,Jorge & Mateus,1elUiq4X7pxej6FRlrEzjM,Tudo Em Paz,57h6WHDjwNGIs5NMeKYEoL,2021-04-22,0.752,0.62,5,-5.536,1,0.0509,0.309,0.0,0.075,0.962,117.399,"['sertanejo', 'sertanejo universitario']"
Brazil,46,Sigilo,6vnKRiOjUjYT59xl4awHTx,1860528,165366,78,Guilherme & Benuto,6m6e7D2TnV0aYMllFFwMxu,Sigilo,7GRukQVPHOjQW1l6o3W9aa,2021-03-18,0.535,0.765,7,-3.716,0,0.184,0.433,0.0,0.125,0.627,108.521,['sertanejo pop']
Brazil,47,Ele Não Tem,1JHvLQWHUoYuapwQikeDuD,1836248,212192,79,Jonas Esticado,22jNvLBrXGKr4CcV2tw8Ag,Ele Não Tem,1H3osN9EmZy0a8DGV27hXy,2020-10-16,0.656,0.85,7,-5.132,1,0.0384,0.363,0.0,0.53,0.918,155.042,"['forro', 'sertanejo', 'sertanejo pop', 'sertanejo universitario']"
Brazil,48,brutal,6SRsiMl7w1USE4mFqrOhHC,1834020,143746,90,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,['pop']
Brazil,49,Cadê o Amor,1EHFiKkrppC5kXImn8LFBr,1787376,197037,75,Zé Vaqueiro,5K8Rmjmf4RZFffz94EmBRt,Vibe Original,1SR8bsSV6zbXKDzgiPMgFK,2021-05-07,0.579,0.832,1,-4.646,0,0.0348,0.527,0.000188,0.107,0.652,161.995,['forro de favela']
Brazil,50,Freio da Blazer,6m187iACTSAZDYMaV0klqj,1781788,180000,78,L7NNON,0JjPiLQNgAFaEkwoy56B1C,Freio da Blazer,7kbClkdK7jjoTIDAJmb1Pb,2021-02-05,0.515,0.63,5,-7.691,0,0.168,0.274,0.0,0.1,0.367,121.98,"['funk carioca', 'pop rap brasileiro']"
United Kingdom,1,good 4 u,4ZtFanR9U6ndgddUvNcjcG,8271129,178146,93,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.563,0.664,9,-5.044,1,0.154,0.335,0.0,0.0849,0.688,166.928,['pop']
United Kingdom,2,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",6uvMKqNlrSvcC4NaKnrwjZ,3360453,278085,91,Tion Wayne,7b79bQFziJFedJb75k6hFt,"Body (Remix) [feat. ArrDee, E1 (3x3), ZT (3x3), Bugzy Malone, Buni, Fivio Foreign & Darkoo]",3ucQ8ogD2Li2U0rwkrdwlx,2021-04-22,0.883,0.674,11,-8.043,0,0.357,0.21,0.0,0.0678,0.73,141.02,"['london rap', 'uk hip hop']"
United Kingdom,3,deja vu,6HU7h9RYOaPRFeh0R3UeAr,3323325,215506,89,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.442,0.612,2,-7.222,1,0.112,0.584,5.7e-06,0.37,0.178,180.917,['pop']
United Kingdom,4,Kiss Me More (feat. SZA),748mdHapucXQri7IAO8yFK,2739595,208866,98,Doja Cat,5cj0lLjcoR7YOSnhnX0Po5,Kiss Me More (feat. SZA),1OnzqJTL9bwe4kvaLxRYxt,2021-04-09,0.762,0.701,8,-3.541,1,0.0286,0.235,0.000158,0.123,0.742,110.968,"['dance pop', 'pop', 'pop rap']"
United Kingdom,5,drivers license,5wANPM4fQCJwkGd4rN57mH,2654846,242013,88,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.561,0.431,10,-8.81,1,0.0578,0.768,1.42e-05,0.106,0.137,143.875,['pop']
United Kingdom,6,MONTERO (Call Me By Your Name),67BtfxlNbhBmCDR2L2l8qd,2453723,137875,100,Lil Nas X,7jVv8c5Fj3E9VhNjxT4snq,MONTERO (Call Me By Your Name),2Hjcfw8zHN4dJDZJGOzLd6,2021-03-31,0.61,0.508,8,-6.682,0,0.152,0.297,0.0,0.384,0.758,178.818,"['lgbtq+ hip hop', 'pop rap']"
United Kingdom,7,traitor,5CZ40GBx1sQ9agT82CLQCT,2431047,229226,91,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.38,0.339,3,-7.885,1,0.0338,0.691,0.0,0.12,0.0849,100.607,['pop']
United Kingdom,8,brutal,6SRsiMl7w1USE4mFqrOhHC,2228584,143746,90,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.672,0.526,4,-6.446,1,0.0599,0.0311,1.37e-06,0.28,0.28,123.999,['pop']
United Kingdom,9,enough for you,2TOzTqQXNmR2zDJXihjZ2e,1952019,202826,90,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.638,0.259,7,-10.706,1,0.0898,0.753,0.0,0.219,0.269,88.485,['pop']
United Kingdom,10,happier,2tGvwE8GcFKwNdAXMnlbfl,1853950,175933,90,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.395,0.443,6,-9.72,1,0.133,0.765,9.67e-06,0.0839,0.338,168.924,['pop']
United Kingdom,11,"1 step forward, 3 steps back",4wcBRRpIfesgcyUtis7PEg,1826943,163586,89,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.473,0.203,2,-12.627,1,0.102,0.941,0.0,0.126,0.419,168.884,['pop']
United Kingdom,12,RAPSTAR,43PGPuHIlVOc04jrZVh9L6,1803044,165925,95,Polo G,6AgTAQt8XS6jRWi4sX7w49,RAPSTAR,0SVzFcpsByITKgURaxXdsV,2021-04-09,0.789,0.536,6,-6.862,1,0.242,0.41,0.0,0.129,0.437,81.039,['chicago rap']
United Kingdom,13,favorite crime,5JCoSi02qi3jJeHdZXMmR8,1766680,152666,90,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.369,0.272,9,-10.497,1,0.0364,0.866,0.0,0.147,0.218,172.929,['pop']
United Kingdom,14,"jealousy, jealousy",0MMyJUC3WNnFS1lit5pTjk,1620539,173160,88,Olivia Rodrigo,1McMsnEElThX1knmY4oliG,SOUR,6s84u2TUpR3wdUv4NgKA2j,2021-05-21,0.695,0.575,10,-6.334,0,0.116,0.198,0.0,0.0614,0.699,163.929,['pop']
